"product_code","business_group","supplier","gender","product_group","category","brand","image","price","price_kr","status","size","stock","marketplaces","product_name","color","description","dimension","weight","keyword","material_china","material_english"
"ZL-5H-NeonPink","Partnership","Maxstar","Women","Shoes","Heels","Maxstar","http://images.becomeus.com/Maxstar/ZL-5H/NeonPink/3.jpg","94","17000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar ZL 5-Holes Canvas Wedge Heels Sneakers Neon Pink","NeonPink","Interested in adding some stunning color to your wardrobe? These flourescent Wedge Heel Sneakers in green are the perfect compliment to your unique style. These comfortable and lightweight wedge sneakers can be strung with funky laces or just left white. Shine bright!","Width-8.5cm|Height-12cm|Heel-5.5cm|Platform-2cm","900","sneakers,fashion sneakers,wedge sneakers,high heel sneakers,casual sneakers,casual high heel sneakers","Upper-Canvas|Lining-Cotton Blend|Outsole-EVA","鞋面：帆布
内衬：棉布
鞋底：EVA"
"ZL-5H-NeonOrange","Partnership","Maxstar","Women","Shoes","Heels","Maxstar","http://images.becomeus.com/Maxstar/ZL-5H/NeonOrange/3.jpg","94","17000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar ZL 5-Holes Canvas Wedge Heels Sneakers Neon Orange","NeonOrange","Interested in adding some stunning color to your wardrobe? These flourescent Wedge Heel Sneakers in green are the perfect compliment to your unique style. These comfortable and lightweight wedge sneakers can be strung with funky laces or just left white. Shine bright!","Width-8.5cm|Height-12cm|Heel-5.5cm|Platform-2cm","900","sneakers,fashion sneakers,wedge sneakers,high heel sneakers,casual sneakers,casual high heel sneakers","Upper-Canvas|Lining-Cotton Blend|Outsole-EVA","鞋面：帆布
鞋底：EVA"
"ZL-5H-NeonGreen","Partnership","Maxstar","Women","Shoes","Heels","Maxstar","http://images.becomeus.com/Maxstar/ZL-5H/NeonGreen/3.jpg","94","17000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar ZL 5-Holes Canvas Wedge Heels Sneakers Neon Green","NeonGreen","Interested in adding some stunning color to your wardrobe? These flourescent Wedge Heel Sneakers in green are the perfect compliment to your unique style. These comfortable and lightweight wedge sneakers can be strung with funky laces or just left white. Shine bright!","Width-8.5cm|Height-12cm|Heel-5.5cm|Platform-2cm","900","sneakers,fashion sneakers,wedge sneakers,high heel sneakers,casual sneakers,casual high heel sneakers","Upper-Canvas|Lining-Cotton Blend|Outsole-EVA","鞋面：帆布
鞋底：EVA"
"Wh-Long-White","Partnership","Maxstar","Women","Shoes","Boots","Maxstar","http://images.becomeus.com/Maxstar/Wh-Long/White/3.jpg","194","35000","Active","225|230|235|240|245","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar WH 4-Belts Platform Wedge Heels Long Boots White","White","These chunky wedge heels are sure to turn heads. Made of synthetic leather, these badass wedges kick up dust on your enemies and go great with a little black dress. Zipper closure and belted top provide easy, secure access.","Width-7.8cm|Height-40cm|Heel-10cm|Platform-3cm","900","boots,women boots,fashion women boots,casual boots,platform wedge boots,platform boots,fashion platform boots,casual platform boots,fashion platform boots,long boots,casual long boots,fashion long boots,wedge boots,fashion wedge boots,casual wedge boots,fashion women wedge boots,casual wedge boots","Upper-Synthetic Leather|Lining-Cotton Blend|Outsole-EVA","鞋面：人造皮
鞋底：EVA"
"Wh-Long-Black","Partnership","Maxstar","Women","Shoes","Boots","Maxstar","http://images.becomeus.com/Maxstar/Wh-Long/Black/3.jpg","194","35000","Active","225|230|235|240|245","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar WH 4-Belts Platform Wedge Heels Long Boots Black","Black","These chunky wedge heels are sure to turn heads. Made of synthetic leather, these badass wedges kick up dust on your enemies and go great with a little black dress. Zipper closure and belted top provide easy, secure access.","Width-7.8cm|Height-40cm|Heel-10cm|Platform-3cm","900","boots,women boots,fashion women boots,casual boots,platform wedge boots,platform boots,fashion platform boots,casual platform boots,fashion platform boots,long boots,casual long boots,fashion long boots,wedge boots,fashion wedge boots,casual wedge boots,fashion women wedge boots,casual wedge boots","Upper-Synthetic Leather|Lining-Cotton Blend|Outsole-EVA","鞋面：人造皮
鞋底：EVA"
"Wh-3Band-White","Partnership","Maxstar","Women","Shoes","Boots","Maxstar","http://images.becomeus.com/Maxstar/Wh-3Band/White/3.jpg","155","28000","Active","225|230|235|240|245","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar WH 3-Belts Platform Wedge Heels Middle Boots White","White","These chunky wedge heels are sure to turn heads. Made of synthetic leather, these badass wedges kick up dust on your enemies and go great with a little black dress. Zipper closure and belted top provide easy, secure access.","Width-7.8cm|Height-19.5cm|Heel-9.5cm|Platform-2cm","900","boots,women boots,fashion women boots,casual boots,platform wedge boots,platform boots,fashion platform boots,casual platform boots,fashion platform boots,wedge boots,fashion wedge boots,casual wedge boots,fashion women wedge boots,casual wedge boots,belts boots,belts platform boots,fashion belt platform","Upper-Synthetic Leather|Lining-Cotton Blend|Outsole-EVA","鞋面：人造皮
鞋底：EVA"
"Wh-3Band-Black","Partnership","Maxstar","Women","Shoes","Boots","Maxstar","http://images.becomeus.com/Maxstar/Wh-3Band/Black/3.jpg","155","28000","Active","225|230|235|240|245","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar WH 3-Belts Platform Wedge Heels Middle Boots Black","Black","These chunky wedge heels are sure to turn heads. Made of synthetic leather, these badass wedges kick up dust on your enemies and go great with a little black dress. Zipper closure and belted top provide easy, secure access.","Width-7.8cm|Height-19.5cm|Heel-9.5cm|Platform-2cm","900","boots,women boots,fashion women boots,casual boots,platform wedge boots,platform boots,fashion platform boots,casual platform boots,fashion platform boots,wedge boots,fashion wedge boots,casual wedge boots,fashion women wedge boots,casual wedge boots,belts boots,belts platform boots,fashion belt platform","Upper-Synthetic Leather|Lining-Cotton Blend|Outsole-EVA","鞋面：人造皮
鞋底：EVA"
"SAM-7H-V-Span-White","Partnership","Maxstar","Unisex","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/SAM-7H-V-Span/White/g.jpg","100","18000","Active","225|230|235|240|245|250|255|260|265|270","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar SAM-7H V-Spandex Platform Wedge Slip-Ons White","White","Casual and sporty style, this wedge sneakers feature 6cm heel height and low top slip-ons closure, wear this sneaker to add your confidence and the finest canvas fabric will treat your feet comfortable.","Width-8.5cm|Height-11cm|Heel-6cm|Platform-2cm","900","sneakers,women sneakers,slip-ons,women slip-ons,fashion women sneakers,fashion women slip-ons,platform sneakers,fashion platform sneakers,maxstar sneakers,maxstar slip-ons,maxstar women slip-ons,casual sneakers,casual women slip-ons,casual women sneakers,canvas,fashion canvas shoes,casual canvas shoes,spandex,spandex slip-on","Upper-Synthetic Leather|Lining-Cotton Blend|Outsole-EVA","鞋面：
鞋底："
"SAM-7H-V-Span-NeonPink","Partnership","Maxstar","Unisex","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/SAM-7H-V-Span/NeonPink/g.jpg","100","18000","Active","225|230|235|240|245|250|255|260|265|270","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar SAM-7H V-Spandex Platform Wedge Slip-Ons Neon Pink","NeonPink","Casual and sporty style, this wedge sneakers feature 6cm heel height and low top slip-ons closure, wear this sneaker to add your confidence and the finest canvas fabric will treat your feet comfortable.","Width-8.5cm|Height-11cm|Heel-6cm|Platform-2cm","900","sneakers,women sneakers,slip-ons,women slip-ons,fashion women sneakers,fashion women slip-ons,platform sneakers,fashion platform sneakers,maxstar sneakers,maxstar slip-ons,maxstar women slip-ons,casual sneakers,casual women slip-ons,casual women sneakers,canvas,fashion canvas shoes,casual canvas shoes,spandex,spandex slip-on","Upper-Canvas|Lining-Cotton Blend|Outsole-EVA","鞋面：
鞋底："
"SAM-7H-V-Span-NeonOrange","Partnership","Maxstar","Unisex","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/SAM-7H-V-Span/NeonOrange/g.jpg","100","18000","Active","225|230|235|240|245|250|255|260|265|270","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar SAM-7H V-Spandex Platform Wedge Slip-Ons Neon Orange","NeonOrange","Casual and sporty style, this wedge sneakers feature 6cm heel height and low top slip-ons closure, wear this sneaker to add your confidence and the finest canvas fabric will treat your feet comfortable.","Width-8.5cm|Height-11cm|Heel-6cm|Platform-2cm","900","sneakers,women sneakers,slip-ons,women slip-ons,fashion women sneakers,fashion women slip-ons,platform sneakers,fashion platform sneakers,maxstar sneakers,maxstar slip-ons,maxstar women slip-ons,casual sneakers,casual women slip-ons,casual women sneakers,canvas,fashion canvas shoes,casual canvas shoes,spandex,spandex slip-on","Upper-Canvas|Lining-Cotton Blend|Outsole-EVA","鞋面：
鞋底："
"SAM-7H-V-Span-NeonGreen","Partnership","Maxstar","Unisex","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/SAM-7H-V-Span/NeonGreen/g.jpg","100","18000","Active","225|230|235|240|245|250|255|260|265|270","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar SAM-7H V-Spandex Platform Wedge Slip-Ons Neon Green","NeonGreen","Casual and sporty style, this wedge sneakers feature 6cm heel height and low top slip-ons closure, wear this sneaker to add your confidence and the finest canvas fabric will treat your feet comfortable.","Width-8.5cm|Height-11cm|Heel-6cm|Platform-2cm","900","sneakers,women sneakers,slip-ons,women slip-ons,fashion women sneakers,fashion women slip-ons,platform sneakers,fashion platform sneakers,maxstar sneakers,maxstar slip-ons,maxstar women slip-ons,casual sneakers,casual women slip-ons,casual women sneakers,canvas,fashion canvas shoes,casual canvas shoes,spandex,spandex slip-on","Upper-Canvas|Lining-Cotton Blend|Outsole-EVA","鞋面：
鞋底："
"SAM-7H-V-Span-Black","Partnership","Maxstar","Unisex","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/SAM-7H-V-Span/Black/g.jpg","100","18000","Active","225|230|235|240|245|250|255|260|265|270","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar SAM-7H V-Spandex Platform Wedge Slip-Ons Black","Black","Casual and sporty style, this wedge sneakers feature 6cm heel height and low top slip-ons closure, wear this sneaker to add your confidence and the finest canvas fabric will treat your feet comfortable.","Width-8.5cm|Height-11cm|Heel-6cm|Platform-2cm","900","sneakers,women sneakers,slip-ons,women slip-ons,fashion women sneakers,fashion women slip-ons,platform sneakers,fashion platform sneakers,maxstar sneakers,maxstar slip-ons,maxstar women slip-ons,casual sneakers,casual women slip-ons,casual women sneakers,canvas,fashion canvas shoes,casual canvas shoes,spandex,spandex slip-on","Upper-Synthetic Leather|Lining-Cotton Blend|Outsole-EVA","鞋面：
鞋底："
"SAM-7H-Span-White","Partnership","Maxstar","Unisex","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/SAM-7H-Span/White/g.jpg","111","20000","Active","225|230|235|240|245|250|255|260|265|270","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar SAM-7H Spandex Platform Wedge Slip-Ons White","White","Casual and sporty style, this wedge sneakers feature 6cm heel height and low top slip ons closure, wear this sneaker to add your confidence and the finest canvas fabric will treat your feet comfortable.","Width-8.5cm|Height-11cm|Heel-6cm|Platform-2cm","900","sneakers,women sneakers,slip-ons,women slip-ons,fashion women sneakers,fashion women slip-ons,platform sneakers,fashion platform sneakers,maxstar sneakers,maxstar slip-ons,maxstar women slip-ons,casual sneakers,casual women slip-ons,casual women sneakers,canvas,fashion canvas shoes,casual canvas shoes,spandex,spandex slip-on","Upper-Denim|Lining-Cotton Blend|Outsole-EVA","鞋面：
鞋底："
"SAM-7H-Span-Red","Partnership","Maxstar","Unisex","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/SAM-7H-Span/Red/g.jpg","111","20000","Active","225|230|235|240|245|250|255|260|265|270","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar SAM-7H Spandex Platform Wedge Slip-Ons Red","Red","Casual and sporty style, this wedge sneakers feature 6cm heel height and low top slip ons closure, wear this sneaker to add your confidence and the finest canvas fabric will treat your feet comfortable.","Width-8.5cm|Height-11cm|Heel-6cm|Platform-2cm","900","sneakers,women sneakers,slip-ons,women slip-ons,fashion women sneakers,fashion women slip-ons,platform sneakers,fashion platform sneakers,maxstar sneakers,maxstar slip-ons,maxstar women slip-ons,casual sneakers,casual women slip-ons,casual women sneakers,canvas,fashion canvas shoes,casual canvas shoes,spandex,spandex slip-on","Upper-Denim|Lining-Cotton Blend|Outsole-EVA","鞋面：
鞋底："
"SAM-7H-Span-Pink","Partnership","Maxstar","Unisex","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/SAM-7H-Span/Pink/g.jpg","111","20000","Active","225|230|235|240|245|250|255|260|265|270","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar SAM-7H Spandex Platform Wedge Slip-Ons Pink","Pink","Casual and sporty style, this wedge sneakers feature 6cm heel height and low top slip ons closure, wear this sneaker to add your confidence and the finest canvas fabric will treat your feet comfortable.","Width-8.5cm|Height-11cm|Heel-6cm|Platform-2cm","900","sneakers,women sneakers,slip-ons,women slip-ons,fashion women sneakers,fashion women slip-ons,platform sneakers,fashion platform sneakers,maxstar sneakers,maxstar slip-ons,maxstar women slip-ons,casual sneakers,casual women slip-ons,casual women sneakers,canvas,fashion canvas shoes,casual canvas shoes,spandex,spandex slip-on","Upper-Denim|Lining-Cotton Blend|Outsole-EVA","鞋面：
鞋底："
"SAM-7H-Span-Mint","Partnership","Maxstar","Unisex","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/SAM-7H-Span/Mint/g.jpg","111","20000","Active","225|230|235|240|245|250|255|260|265|270","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar SAM-7H Spandex Platform Wedge Slip-Ons Mint","Mint","Casual and sporty style, this wedge sneakers feature 6cm heel height and low top slip ons closure, wear this sneaker to add your confidence and the finest canvas fabric will treat your feet comfortable.","Width-8.5cm|Height-11cm|Heel-6cm|Platform-2cm","900","sneakers,women sneakers,slip-ons,women slip-ons,fashion women sneakers,fashion women slip-ons,platform sneakers,fashion platform sneakers,maxstar sneakers,maxstar slip-ons,maxstar women slip-ons,casual sneakers,casual women slip-ons,casual women sneakers,canvas,fashion canvas shoes,casual canvas shoes,spandex,spandex slip-on","Upper-Denim|Lining-Cotton Blend|Outsole-EVA","鞋面：
鞋底："
"SAM-7H-Span-Khaki","Partnership","Maxstar","Unisex","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/SAM-7H-Span/Khaki/g.jpg","111","20000","Active","225|230|235|240|245|250|255|260|265|270","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar SAM-7H Spandex Platform Wedge Slip-Ons Khaki","Khaki","Casual and sporty style, this wedge sneakers feature 6cm heel height and low top slip ons closure, wear this sneaker to add your confidence and the finest canvas fabric will treat your feet comfortable.","Width-8.5cm|Height-11cm|Heel-6cm|Platform-2cm","900","sneakers,women sneakers,slip-ons,women slip-ons,fashion women sneakers,fashion women slip-ons,platform sneakers,fashion platform sneakers,maxstar sneakers,maxstar slip-ons,maxstar women slip-ons,casual sneakers,casual women slip-ons,casual women sneakers,canvas,fashion canvas shoes,casual canvas shoes,spandex,spandex slip-on","Upper-Denim|Lining-Cotton Blend|Outsole-EVA","鞋面：
鞋底："
"SAM-7H-Span-Black","Partnership","Maxstar","Unisex","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/SAM-7H-Span/Black/g.jpg","111","20000","Active","225|230|235|240|245|250|255|260|265|270","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar SAM-7H Spandex Platform Wedge Slip-Ons Black","Black","Casual and sporty style, this wedge sneakers feature 6cm heel height and low top slip ons closure, wear this sneaker to add your confidence and the finest canvas fabric will treat your feet comfortable.","Width-8.5cm|Height-11cm|Heel-6cm|Platform-2cm","900","sneakers,women sneakers,slip-ons,women slip-ons,fashion women sneakers,fashion women slip-ons,platform sneakers,fashion platform sneakers,maxstar sneakers,maxstar slip-ons,maxstar women slip-ons,casual sneakers,casual women slip-ons,casual women sneakers,canvas,fashion canvas shoes,casual canvas shoes,spandex,spandex slip-on","Upper-Denim|Lining-Cotton Blend|Outsole-EVA","鞋面：
鞋底："
"O2H-3Belts-TC-White","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/O2H-3Belts-TC/White/3.jpg","139","25000","Active","230|235|240|245|250|255|260","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar O2H 3-Belts Synthetic Leather Tall-Up Studed Sneakers White","White","This maxstar sports shoes features an invisible high heel, a 4cm heighten insole can be moved freely. It’s made of synthetic leather upper and rubber outsole. A velrco closure and the side zipper details make these sports shoes two ways to slip on and off. Rrivet decoration on the back of this sneakers show more personality and are very eye-catching.","Width-8.6cm|Height-16cm|Heel-7cm(Included 4cm Taller Insole)","900","sneakers,sport shoes,taller insole sneakers,taller insole sport shoes,fashion sneakers,fashion sport shoes,taller insole shoes,side zipper sneakers,side zipper sport shoes,rivet sneakers,rivet sport shoes,maxstar sport shoes,maxstar sneakers,maxstar taller insole sneakers","Upper-Synthetic Leather|Lining-Cotton Blend|Outsole-Rubber","鞋面：人造皮
鞋底：橡胶"
"O2H-3Belts-TC-Black","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/O2H-3Belts-TC/Black/3.jpg","139","25000","Active","230|235|240|245|250|255|260","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar O2H 3-Belts Synthetic Leather Tall-Up Studed Sneakers Black","Black","This maxstar sports shoes features an invisible high heel, a 4cm heighten insole can be moved freely. It’s made of synthetic leather upper and rubber outsole. A velrco closure and the side zipper details make these sports shoes two ways to slip on and off. Rrivet decoration on the back of this sneakers show more personality and are very eye-catching.","Width-8.6cm|Height-16cm|Heel-7cm(Included 4cm Taller Insole)","900","sneakers,sport shoes,taller insole sneakers,taller insole sport shoes,fashion sneakers,fashion sport shoes,taller insole shoes,side zipper sneakers,side zipper sport shoes,rivet sneakers,rivet sport shoes,maxstar sport shoes,maxstar sneakers,maxstar taller insole sneakers","Upper-Synthetic Leather|Lining-Cotton Blend|Outsole-Rubber","鞋面：人造皮
鞋底：橡胶"
"N7H-Zip-Printed-Red","Partnership","Maxstar","Women","Shoes","Heels","Maxstar","http://images.becomeus.com/Maxstar/N7H-Zip-Printed/Red/3.jpg","100","18000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar N7H 7-Holes Canvas Zipper Printed Wedge Low Heels Shoes Red","Red","With these high top wedge heel sneakers, you'll get just the right height while still remaining sporty. These wedges are comfortable and cool, with a side zipper added for easy on-off access.","Width-8.5cm|Height-16cm|Heel-5cm|Platform-2cm","800","sneakers,women sneakers,canvas shoes,women canvas shoes,hip top sneakers,side zipper sneakers,wedge sneakers,low heel sneakers,wedge low heel sneakers,maxstar sneakers,maxstar women's shoes,maxstar wedge sneakers","Upper-Canvas|Lining-Cotton Blend|Outsole-EVA","鞋面：帆布
鞋底：EVA"
"N7H-Zip-Printed-Blue","Partnership","Maxstar","Women","Shoes","Heels","Maxstar","http://images.becomeus.com/Maxstar/N7H-Zip-Printed/Blue/3.jpg","100","18000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar N7H 7-Holes Canvas Zipper Printed Wedge Low Heels Shoes Blue","Blue","With these high top wedge heel sneakers, you'll get just the right height while still remaining sporty. These wedges are comfortable and cool, with a side zipper added for easy on-off access.","Width-8.5cm|Height-16cm|Heel-5cm|Platform-2cm","800","sneakers,women sneakers,canvas shoes,women canvas shoes,hip top sneakers,side zipper sneakers,wedge sneakers,low heel sneakers,wedge low heel sneakers,maxstar sneakers,maxstar women's shoes,maxstar wedge sneakers","Upper-Canvas|Lining-Cotton Blend|Outsole-EVA","鞋面：帆布
鞋底：EVA"
"N7H-Zip-Printed-Black","Partnership","Maxstar","Women","Shoes","Heels","Maxstar","http://images.becomeus.com/Maxstar/N7H-Zip-Printed/Black/3.jpg","100","18000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar N7H 7-Holes Canvas Zipper Printed Wedge Low Heels Shoes Black","Black","With these high top wedge heel sneakers, you'll get just the right height while still remaining sporty. These wedges are comfortable and cool, with a side zipper added for easy on-off access.","Width-8.5cm|Height-16cm|Heel-5cm|Platform-2cm","800","sneakers,women sneakers,canvas shoes,women canvas shoes,hip top sneakers,side zipper sneakers,wedge sneakers,low heel sneakers,wedge low heel sneakers,maxstar sneakers,maxstar women's shoes,maxstar wedge sneakers","Upper-Canvas|Lining-Cotton Blend|Outsole-EVA","鞋面：帆布
鞋底：EVA"
"N7H-Zip-White","Partnership","Maxstar","Women","Shoes","Heels","Maxstar","http://images.becomeus.com/Maxstar/N7H-Zip/White/3.jpg","100","18000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar N7H 7-Holes Canvas Side Zipper Wedge Low Heels Shoes White","White","With these high top wedge heel sneakers, you'll get just the right height while still remaining sporty. These wedges are comfortable and cool, with a side zipper added for easy on-off access.","Width-8.5cm|Height-16cm|Heel-5cm|Platform-2cm","800","sneakers,women sneakers,canvas shoes,women canvas shoes,hip top sneakers,side zipper sneakers,wedge sneakers,low heel sneakers,wedge low heel sneakers,maxstar sneakers,maxstar women's shoes,maxstar wedge sneakers","Upper-Canvas|Lining-Cotton Blend|Outsole-EVA","鞋面：帆布
鞋底：EVA"
"N7H-Zip-Black","Partnership","Maxstar","Women","Shoes","Heels","Maxstar","http://images.becomeus.com/Maxstar/N7H-Zip/Black/3.jpg","100","18000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar N7H 7-Holes Canvas Side Zipper Wedge Low Heels Shoes Black","Black","With these high top wedge heel sneakers, you'll get just the right height while still remaining sporty. These wedges are comfortable and cool, with a side zipper added for easy on-off access.","Width-8.5cm|Height-16cm|Heel-5cm|Platform-2cm","800","sneakers,women sneakers,canvas shoes,women canvas shoes,hip top sneakers,side zipper sneakers,wedge sneakers,low heel sneakers,wedge low heel sneakers,maxstar sneakers,maxstar women's shoes,maxstar wedge sneakers","Upper-Canvas|Lining-Cotton Blend|Outsole-EVA","鞋面：帆布
鞋底：EVA"
"N30-7H-All-White","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/N30-7H-All/White/3.jpg","88","16000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar N30 7-Holes Canvas Oxford Boat Platform Sneakers White","White","Time to get high and mighty with this platform boat sneakers. Featuring high platform and low top lace closure, clean simple design, this oxford boat sneakers are the perfect compliment to your unique style.","Width-8.5cm|Height-14cm|Heel-3cm|Platform-2cm","900","sneakers,fashion sneakers,fashion women sneakers,platfrom sneakers,women platform sneakers,fashion women platform sneakers,oxford sneakers,oxford boat sneakers","Upper-Canvas|Lining-Cotton Blend|Outsole-EVA","鞋面：帆布
鞋底：EVA"
"N30-7H-All-Black","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/N30-7H-All/Black/3.jpg","88","16000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar N30 7-Holes Canvas Oxford Boat Platform Sneakers Black","Black","Time to get high and mighty with this platform boat sneakers. Featuring high platform and low top lace closure, clean simple design, this oxford boat sneakers are the perfect compliment to your unique style.","Width-8.5cm|Height-14cm|Heel-3cm|Platform-2cm","900","sneakers,fashion sneakers,fashion women sneakers,platfrom sneakers,women platform sneakers,fashion women platform sneakers,oxford sneakers,oxford boat sneakers","Upper-Canvas|Lining-Cotton Blend|Outsole-EVA","鞋面：帆布
鞋底：EVA"
"N30-6H-All-White","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/N30-6H-All/White/3.jpg","88","16000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar N30 6-Holes Canvas Oxford Boat Platform Sneakers White","White","Time to get high and mighty with this platform boat sneakers. Featuring high platform and low top lace closure, clean simple design, this oxford boat sneakers are the perfect compliment to your unique style.","Width-8.5cm|Height-10cm|Heel-3cm|Platform-2cm","800","sneakers,fashion sneakers,fashion women sneakers,platfrom sneakers,women platform sneakers,fashion women platform sneakers,oxford sneakers,oxford boat sneakers","Upper-Canvas|Lining-Cotton Blend|Outsole-EVA","鞋面： 帆布
鞋底：EVA"
"N30-6H-All-Black","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/N30-6H-All/Black/3.jpg","88","16000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar N30 6-Holes Canvas Oxford Boat Platform Sneakers Black","Black","Time to get high and mighty with this platform boat sneakers. Featuring high platform and low top lace closure, clean simple design, this oxford boat sneakers are the perfect compliment to your unique style.","Width-8.5cm|Height-10cm|Heel-3cm|Platform-2cm","800","sneakers,fashion sneakers,fashion women sneakers,platfrom sneakers,women platform sneakers,fashion women platform sneakers,oxford sneakers,oxford boat sneakers","Upper-Canvas|Lining-Cotton Blend|Outsole-EVA","鞋面：帆布
鞋底：EVA"
"L-Span-White-White","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/L-Span-White/White/g.jpg","94","17000","Active","230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar L-Span Spandex White Sole Tall-Up Slip-Ons White","White","This slip-ons has spandex that you can pull on easily. Casual clean design make this sneaker all matches, low top slip-ons closure for an easy entry, this solid canvas shoes are simple yet in stylish, wear any your T-shirt, pants or jeans with this sneakers will be greatly.","Width-8cm|Height-8cm|Heel-3cm(Included 1cm Taller Insole)|Platform-2cm","900","sneakers,women sneakers,slip-ons,women slip-ons,fashion women sneakers,fashion women slip-ons,platform sneakers,fashion platform sneakers,maxstar sneakers,maxstar slip-ons,maxstar women slip-ons,casual sneakers,casual women slip-ons,casual women sneakers,canvas,fashion canvas shoes,casual canvas shoes,spandex,spandex slip-on","Upper-Spandex|Lining-Cotton Blend|Outsole-PU","鞋面：
鞋底："
