"product_code","business_group","supplier","gender","product_group","category","brand","image","price","price_kr","status","size","stock","marketplaces","product_name","color","description","dimension","weight","keyword","material_china","material_english"
"C40-5H-Flower-White","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/C40-5H-Flower/White/3.jpg","83","15000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar C40 5-Holes Canvas Flower Boat Platform Low Sneakers White","White","Beautiful small flower pattern, low top classic lace closure and comfortable platform to make this simple boat sneakers. It can pair with your skirts, dress and shorts perfectly, choose one and it will become most commonly worn shoes in your cabinet.","Width-8.3cm|Height-9cm|Heel-4cm|Platform-3cm","800","sneakers,women sneakers,fashion sneakers,fashion women sneakers,casual women sneakers,flower pattern sneakers,flower pattern women sneakers,canvas sneakers,fashion canvas sneakers,casual canvas sneakers","Upper-Canvas|Lining-Cotton Blend|Outsole-EVA","鞋面：帆布
鞋底：EVA"
"C40-5H-Flower-Black","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/C40-5H-Flower/Black/3.jpg","83","15000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar C40 5-Holes Canvas Flower Boat Platform Low Sneakers Black","White","Beautiful small flower pattern, low top classic lace closure and comfortable platform to make this simple boat sneakers. It can pair with your skirts, dress and shorts perfectly, choose one and it will become most commonly worn shoes in your cabinet.","Width-8.3cm|Height-9cm|Heel-4cm|Platform-3cm","800","sneakers,women sneakers,fashion sneakers,fashion women sneakers,casual women sneakers,flower pattern sneakers,flower pattern women sneakers,canvas sneakers,fashion canvas sneakers,casual canvas sneakers","Upper-Canvas|Lining-Cotton Blend|Outsole-EVA","鞋面：帆布
鞋底：EVA"
"C40-5H-White","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/C40-5H/White/3.jpg","83","15000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar C40 5-Holes Canvas Basic Boat Platform Low Sneakers White","White","These simple boat sneakers features low top classic lace closure and comfortable platform to make. It can pair with your skirts, dress and shorts perfectly, choose one and become most commonly worn shoes in your cabinet.","Width-8.3cm|Height-9cm|Heel-4cm|Platform-3cm","800","sneakers,women sneakers,fashion sneakers,fashion women sneakers,casual women sneakers,canvas sneakers,fashion canvas sneakers,casual canvas sneakers","Upper-Canvas|Lining-Cotton Blend|Outsole-EVA","鞋面：帆布
鞋底：EVA"
"C40-5H-Red","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/C40-5H/Red/3.jpg","83","15000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar C40 5-Holes Canvas Basic Boat Platform Low Sneakers Red","Red","These simple boat sneakers features low top classic lace closure and comfortable platform to make. It can pair with your skirts, dress and shorts perfectly, choose one and become most commonly worn shoes in your cabinet.","Width-8.3cm|Height-9cm|Heel-4cm|Platform-3cm","800","sneakers,women sneakers,fashion sneakers,fashion women sneakers,casual women sneakers,canvas sneakers,fashion canvas sneakers,casual canvas sneakers","Upper-Canvas|Lining-Cotton Blend|Outsole-EVA","鞋面：帆布
鞋底：EVA"
"C40-5H-Pink","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/C40-5H/Pink/3.jpg","83","15000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar C40 5-Holes Canvas Basic Boat Platform Low Sneakers Pink","Pink","These simple boat sneakers features low top classic lace closure and comfortable platform to make. It can pair with your skirts, dress and shorts perfectly, choose one and become most commonly worn shoes in your cabinet.","Width-8.3cm|Height-9cm|Heel-4cm|Platform-3cm","800","sneakers,women sneakers,fashion sneakers,fashion women sneakers,casual women sneakers,canvas sneakers,fashion canvas sneakers,casual canvas sneakers","Upper-Canvas|Lining-Cotton Blend|Outsole-EVA","鞋面：帆布
鞋底：EVA"
"C40-5H-Navy","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/C40-5H/Navy/3.jpg","83","15000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar C40 5-Holes Canvas Basic Boat Platform Low Sneakers Navy","Navy","These simple boat sneakers features low top classic lace closure and comfortable platform to make. It can pair with your skirts, dress and shorts perfectly, choose one and become most commonly worn shoes in your cabinet.","Width-8.3cm|Height-9cm|Heel-4cm|Platform-3cm","800","sneakers,women sneakers,fashion sneakers,fashion women sneakers,casual women sneakers,canvas sneakers,fashion canvas sneakers,casual canvas sneakers","Upper-Canvas|Lining-Cotton Blend|Outsole-EVA","鞋面：帆布
鞋底：EVA"
"C40-5H-Mint","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/C40-5H/Mint/3.jpg","83","15000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar C40 5-Holes Canvas Basic Boat Platform Low Sneakers Mint","Mint","These simple boat sneakers features low top classic lace closure and comfortable platform to make. It can pair with your skirts, dress and shorts perfectly, choose one and become most commonly worn shoes in your cabinet.","Width-8.3cm|Height-9cm|Heel-4cm|Platform-3cm","800","sneakers,women sneakers,fashion sneakers,fashion women sneakers,casual women sneakers,canvas sneakers,fashion canvas sneakers,casual canvas sneakers","Upper-Canvas|Lining-Cotton Blend|Outsole-EVA","鞋面：帆布
鞋底：EVA"
"C40-5H-Black","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/C40-5H/Black/3.jpg","83","15000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar C40 5-Holes Canvas Basic Boat Platform Low Sneakers Black","Black","These simple boat sneakers features low top classic lace closure and comfortable platform to make. It can pair with your skirts, dress and shorts perfectly, choose one and become most commonly worn shoes in your cabinet.","Width-8.3cm|Height-9cm|Heel-4cm|Platform-3cm","800","sneakers,women sneakers,fashion sneakers,fashion women sneakers,casual women sneakers,canvas sneakers,fashion canvas sneakers,casual canvas sneakers","Upper-Canvas|Lining-Cotton Blend|Outsole-EVA","鞋面：帆布
鞋底：EVA"
"C30-2Band-White","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/C30-2Band/White/3.jpg","105","19000","Active","230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar C30 Velcro Canvas 2-Belts Platform Sneakers White","White","Who said Velcro is just for kids? These velcro platform sneakers rock two, wide velcro belts, securing your feet with comfort and style. Kick it old school!","Width-8.2cm|Height-15cm|Heel-3.5cm|Platform-2.5cm","800","sneakers,women sneakers,fashion sneakers,women fashion sneakers,velcro sneakers,velcro fashion sneakers,casual velcro sneakers,maxstar sneakers,maxstar velcro sneakers,maxstar fashion velcro sneakers","Upper-Canvas|Lining-Cotton Blend|Outsole-EVA","鞋面：帆布
鞋底：EVA"
"C30-2Band-Red","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/C30-2Band/Red/3.jpg","105","19000","Active","230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar C30 Velcro Canvas 2-Belts Platform Sneakers Red","Red","Who said Velcro is just for kids? These velcro platform sneakers rock two, wide velcro belts, securing your feet with comfort and style. Kick it old school!","Width-8.2cm|Height-15cm|Heel-3.5cm|Platform-2.5cm","800","sneakers,women sneakers,fashion sneakers,women fashion sneakers,velcro sneakers,velcro fashion sneakers,casual velcro sneakers,maxstar sneakers,maxstar velcro sneakers,maxstar fashion velcro sneakers","Upper-Canvas|Lining-Cotton Blend|Outsole-EVA","鞋面：帆布
鞋底：EVA"
"C30-2Band-Pink","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/C30-2Band/Pink/3.jpg","105","19000","Active","230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar C30 Velcro Canvas 2-Belts Platform Sneakers Pink","Pink","Who said Velcro is just for kids? These velcro platform sneakers rock two, wide velcro belts, securing your feet with comfort and style. Kick it old school!","Width-8.2cm|Height-15cm|Heel-3.5cm|Platform-2.5cm","800","sneakers,women sneakers,fashion sneakers,women fashion sneakers,velcro sneakers,velcro fashion sneakers,casual velcro sneakers,maxstar sneakers,maxstar velcro sneakers,maxstar fashion velcro sneakers","Upper-Canvas|Lining-Cotton Blend|Outsole-EVA","鞋面：帆布
鞋底：EVA"
"C30-2Band-Mint","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/C30-2Band/Mint/3.jpg","105","19000","Active","230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar C30 Velcro Canvas 2-Belts Platform Sneakers Mint","Mint","Who said Velcro is just for kids? These velcro platform sneakers rock two, wide velcro belts, securing your feet with comfort and style. Kick it old school!","Width-8.2cm|Height-15cm|Heel-3.5cm|Platform-2.5cm","800","sneakers,women sneakers,fashion sneakers,women fashion sneakers,velcro sneakers,velcro fashion sneakers,casual velcro sneakers,maxstar sneakers,maxstar velcro sneakers,maxstar fashion velcro sneakers","Upper-Canvas|Lining-Cotton Blend|Outsole-EVA","鞋面：帆布
鞋底：EVA"
"C30-2Band-Black","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/C30-2Band/Black/3.jpg","105","19000","Active","230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar C30 Velcro Canvas 2-Belts Platform Sneakers Black","Black","Who said Velcro is just for kids? These velcro platform sneakers rock two, wide velcro belts, securing your feet with comfort and style. Kick it old school!","Width-8.2cm|Height-15cm|Heel-3.5cm|Platform-2.5cm","800","sneakers,women sneakers,fashion sneakers,women fashion sneakers,velcro sneakers,velcro fashion sneakers,casual velcro sneakers,maxstar sneakers,maxstar velcro sneakers,maxstar fashion velcro sneakers","Upper-Canvas|Lining-Cotton Blend|Outsole-EVA","鞋面：帆布
鞋底：EVA"
"C30-Stitch-TC-White","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/C30-Stitch-TC/White/3.jpg","105","19000","Active","230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar C30 Stitch TC Platform Slip-Ons Shoes White","White","Slip in to some styling new sneakers this season. These stitch platform slip-ons shoes will compliment any outfit and slide on and off with ease. The stitch detailing on the foot is just another added bonus!","Width-8.2cm|Height-8cm|Heel-3.5cm|Platform-2.5cm","800","sneakers,women sneakers,maxstar sneakers,fashion women sneakers,fashion maxstar women sneakers,slip on,fashion slip on,leather slip on,leather sneakers","Upper-Synthetic Leather|Lining-Cotton Blend|Outsole-EVA","鞋面：人造皮
鞋底：EVA"
"C30-Stitch-TC-Silver","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/C30-Stitch-TC/Silver/3.jpg","105","19000","Active","230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar C30 Stitch TC Platform Slip-Ons Shoes Silver","Silver","Slip in to some styling new sneakers this season. These stitch platform slip-ons shoes will compliment any outfit and slide on and off with ease. The stitch detailing on the foot is just another added bonus!","Width-8.2cm|Height-8cm|Heel-3.5cm|Platform-2.5cm","800","sneakers,women sneakers,maxstar sneakers,fashion women sneakers,fashion maxstar women sneakers,slip on,fashion slip on,leather slip on,leather sneakers","Upper-Synthetic Leather|Lining-Cotton Blend|Outsole-EVA","鞋面：人造皮
鞋底：EVA"
"C30-Stitch-TC-Red","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/C30-Stitch-TC/Red/3.jpg","105","19000","Active","230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar C30 Stitch TC Platform Slip-Ons Shoes Red","Red","Slip in to some styling new sneakers this season. These stitch platform slip-ons shoes will compliment any outfit and slide on and off with ease. The stitch detailing on the foot is just another added bonus!","Width-8.2cm|Height-8cm|Heel-3.5cm|Platform-2.5cm","800","sneakers,women sneakers,maxstar sneakers,fashion women sneakers,fashion maxstar women sneakers,slip on,fashion slip on,leather slip on,leather sneakers","Upper-Synthetic Leather|Lining-Cotton Blend|Outsole-EVA","鞋面： 帆布
鞋底：EVA"
"C30-Stitch-TC-Purple","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/C30-Stitch-TC/Purple/3.jpg","105","19000","Active","230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar C30 Stitch TC Platform Slip-Ons Shoes Purple","Purple","Slip in to some styling new sneakers this season. These stitch platform slip-ons shoes will compliment any outfit and slide on and off with ease. The stitch detailing on the foot is just another added bonus!","Width-8.2cm|Height-8cm|Heel-3.5cm|Platform-2.5cm","800","sneakers,women sneakers,maxstar sneakers,fashion women sneakers,fashion maxstar women sneakers,slip on,fashion slip on,leather slip on,leather sneakers","Upper-Synthetic Leather|Lining-Cotton Blend|Outsole-EVA","鞋面：人造皮
鞋底：EVA"
"C30-Stitch-TC-Pink","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/C30-Stitch-TC/Pink/3.jpg","105","19000","Active","230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar C30 Stitch TC Platform Slip-Ons Shoes Pink","Pink","Slip in to some styling new sneakers this season. These stitch platform slip-ons shoes will compliment any outfit and slide on and off with ease. The stitch detailing on the foot is just another added bonus!","Width-8.2cm|Height-8cm|Heel-3.5cm|Platform-2.5cm","800","sneakers,women sneakers,maxstar sneakers,fashion women sneakers,fashion maxstar women sneakers,slip on,fashion slip on,leather slip on,leather sneakers","Upper-Synthetic Leather|Lining-Cotton Blend|Outsole-EVA","鞋面：帆布
鞋底：EVA"
"C30-Stitch-TC-Green","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/C30-Stitch-TC/Green/3.jpg","105","19000","Active","230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar C30 Stitch TC Platform Slip-Ons Shoes Green","Green","Slip in to some styling new sneakers this season. These stitch platform slip-ons shoes will compliment any outfit and slide on and off with ease. The stitch detailing on the foot is just another added bonus!","Width-8.2cm|Height-8cm|Heel-3.5cm|Platform-2.5cm","800","sneakers,women sneakers,maxstar sneakers,fashion women sneakers,fashion maxstar women sneakers,slip on,fashion slip on,leather slip on,leather sneakers","Upper-Synthetic Leather|Lining-Cotton Blend|Outsole-EVA","鞋面：人造皮
鞋底：EVA"
"C30-Stitch-TC-Gold","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/C30-Stitch-TC/Gold/3.jpg","105","19000","Active","230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar C30 Stitch TC Platform Slip-Ons Shoes Gold","Gold","Slip in to some styling new sneakers this season. These stitch platform slip-ons shoes will compliment any outfit and slide on and off with ease. The stitch detailing on the foot is just another added bonus!","Width-8.2cm|Height-8cm|Heel-3.5cm|Platform-2.5cm","800","sneakers,women sneakers,maxstar sneakers,fashion women sneakers,fashion maxstar women sneakers,slip on,fashion slip on,leather slip on,leather sneakers","Upper-Synthetic Leather|Lining-Cotton Blend|Outsole-EVA","鞋面：人造皮
鞋底：EVA"
"C30-Stitch-TC-Black","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/C30-Stitch-TC/Black/3.jpg","105","19000","Active","230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar C30 Stitch TC Platform Slip-Ons Shoes Black","Black","Slip in to some styling new sneakers this season. These stitch platform slip-ons shoes will compliment any outfit and slide on and off with ease. The stitch detailing on the foot is just another added bonus!","Width-8.2cm|Height-8cm|Heel-3.5cm|Platform-2.5cm","800","sneakers,women sneakers,maxstar sneakers,fashion women sneakers,fashion maxstar women sneakers,slip on,fashion slip on,leather slip on,leather sneakers","Upper-Synthetic Leather|Lining-Cotton Blend|Outsole-EVA","鞋面：人造皮
鞋底：EVA"
"C30-Stitch-NeonPink","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/C30-Stitch/NeonPink/3.jpg","105","19000","Active","230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar C30 Stitch Canvas Platform Slip-Ons Shoes Neon Pink","NeonPink","Slip in to some styling new sneakers this season. These stitch platform slip-ons shoes will compliment any outfit and slide on and off with ease. The stitch detailing on the foot is just another added bonus!","Width-8.2cm|Height-8cm|Heel-3.5cm|Platform-2.5cm","800","women sneakers,fashion maxstar women sneakers,slip on,fashion slip on,canvas,canvas shoes,fashion canvas shoes,casual slip on,fashion slip on","Upper-Canvas|Lining-Cotton Blend|Outsole-EVA","鞋面：帆布
鞋底：EVA"
"C30-Stitch-NeonOrange","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/C30-Stitch/NeonOrange/3.jpg","105","19000","Active","230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar C30 Stitch Canvas Platform Slip-Ons Shoes Neon Orange","NeonOrange","Slip in to some styling new sneakers this season. These stitch platform slip-ons shoes will compliment any outfit and slide on and off with ease. The stitch detailing on the foot is just another added bonus!","Width-8.2cm|Height-8cm|Heel-3.5cm|Platform-2.5cm","800","women sneakers,fashion maxstar women sneakers,slip on,fashion slip on,canvas,canvas shoes,fashion canvas shoes,casual slip on,fashion slip on","Upper-Canvas|Lining-Cotton Blend|Outsole-EVA","鞋面：帆布
鞋底：EVA"
"C30-Stitch-NeonGreen","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/C30-Stitch/NeonGreen/3.jpg","105","19000","Active","230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar C30 Stitch Canvas Platform Slip-Ons Shoes Neon Green","NeonGreen","Slip in to some styling new sneakers this season. These stitch platform slip-ons shoes will compliment any outfit and slide on and off with ease. The stitch detailing on the foot is just another added bonus!","Width-8.2cm|Height-8cm|Heel-3.5cm|Platform-2.5cm","800","women sneakers,fashion maxstar women sneakers,slip on,fashion slip on,canvas,canvas shoes,fashion canvas shoes,casual slip on,fashion slip on","Upper-Canvas|Lining-Cotton Blend|Outsole-EVA","鞋面：帆布
鞋底：EVA"
"C30-Stitch-White","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/C30-Stitch/White/3.jpg","105","19000","Active","230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar C30 Stitch Canvas Platform Slip-Ons Shoes White","White","Slip in to some styling new sneakers this season. These stitch platform slip-ons shoes will compliment any outfit and slide on and off with ease. The stitch detailing on the foot is just another added bonus!","Width-8.2cm|Height-8cm|Heel-3.5cm|Platform-2.5cm","800","women sneakers,fashion maxstar women sneakers,slip on,fashion slip on,canvas,canvas shoes,fashion canvas shoes,casual slip on,fashion slip on","Upper-Canvas|Lining-Cotton Blend|Outsole-EVA","鞋面：帆布
鞋底：EVA"
"C30-Stitch-Red","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/C30-Stitch/Red/3.jpg","105","19000","Active","230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar C30 Stitch Canvas Platform Slip-Ons Shoes Red","Red","Slip in to some styling new sneakers this season. These stitch platform slip-ons shoes will compliment any outfit and slide on and off with ease. The stitch detailing on the foot is just another added bonus!","Width-8.2cm|Height-8cm|Heel-3.5cm|Platform-2.5cm","800","women sneakers,fashion maxstar women sneakers,slip on,fashion slip on,canvas,canvas shoes,fashion canvas shoes,casual slip on,fashion slip on","Upper-Canvas|Lining-Cotton Blend|Outsole-EVA","鞋面：帆布
鞋底：EVA"
"C30-Stitch-Khaki","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/C30-Stitch/Khaki/3.jpg","105","19000","Active","230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar C30 Stitch Canvas Platform Slip-Ons Shoes Khaki","Khaki","Slip in to some styling new sneakers this season. These stitch platform slip-ons shoes will compliment any outfit and slide on and off with ease. The stitch detailing on the foot is just another added bonus!","Width-8.2cm|Height-8cm|Heel-3.5cm|Platform-2.5cm","800","women sneakers,fashion maxstar women sneakers,slip on,fashion slip on,canvas,canvas shoes,fashion canvas shoes,casual slip on,fashion slip on","Upper-Canvas|Lining-Cotton Blend|Outsole-EVA","鞋面：帆布
鞋底：EVA"
"C30-Stitch-Black","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/C30-Stitch/Black/3.jpg","105","19000","Active","230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar C30 Stitch Canvas Platform Slip-Ons Shoes Black","Black","Slip in to some styling new sneakers this season. These stitch platform slip-ons shoes will compliment any outfit and slide on and off with ease. The stitch detailing on the foot is just another added bonus!","Width-8.2cm|Height-8cm|Heel-3.5cm|Platform-2.5cm","800","women sneakers,fashion maxstar women sneakers,slip on,fashion slip on,canvas,canvas shoes,fashion canvas shoes,casual slip on,fashion slip on","Upper-Canvas|Lining-Cotton Blend|Outsole-EVA","鞋面：帆布
鞋底：EVA"
"C30-SideSpan-White","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/C30-SideSpan/White/3.jpg","106","19000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar C30 Side Spandex Tall-Up Platform Sneakers White","White","Durable canvas fabric and EVA out-sole combined together to create this casual platform sneakers. Elastic goring on each side of instep, lace less closure for an easy entry, platform heel can treat your feet very comfortable. It can be your daily wear or a street shoes, also this casual sneakers can dress up to your outfit greatly.","Width-8.4cm|Height-12.5cm|Heel-5cm(Included 2cm Taller Insole)","800","sneakers,maxstar sneakers,casual sneakers,tall up sneakers,casual women sneakers,maxstar tall up sneakers,canvas,women canvas,casual canvas,fashion canvas,tall up canvas,maxstar canvas,platform sneakers,platform canvas shoes,fashion platform sneakers,casual platform sneakers,maxstar platform sneakers","Upper-Canvas,Spandex|Lining-Cotton Blend|Outsole-EVA","鞋面: 帆布
鞋底：EVA"
"C30-SideSpan-Red","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/C30-SideSpan/Red/3.jpg","106","19000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar C30 Side Spandex Tall-Up Platform Sneakers Red","Red","Durable canvas fabric and EVA out-sole combined together to create this casual platform sneakers. Elastic goring on each side of instep, lace less closure for an easy entry, platform heel can treat your feet very comfortable. It can be your daily wear or a street shoes, also this casual sneakers can dress up to your outfit greatly.","Width-8.4cm|Height-12.5cm|Heel-5cm(Included 2cm Taller Insole)","800","sneakers,maxstar sneakers,casual sneakers,tall up sneakers,casual women sneakers,maxstar tall up sneakers,canvas,women canvas,casual canvas,fashion canvas,tall up canvas,maxstar canvas,platform sneakers,platform canvas shoes,fashion platform sneakers,casual platform sneakers,maxstar platform sneakers","Upper-Canvas,Spandex|Lining-Cotton Blend|Outsole-EVA","鞋面：帆布
鞋底：EVA"
"C30-SideSpan-Khaki","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/C30-SideSpan/Khaki/3.jpg","106","19000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar C30 Side Spandex Tall-Up Platform Sneakers Khaki","Khaki","Durable canvas fabric and EVA out-sole combined together to create this casual platform sneakers. Elastic goring on each side of instep, lace less closure for an easy entry, platform heel can treat your feet very comfortable. It can be your daily wear or a street shoes, also this casual sneakers can dress up to your outfit greatly.","Width-8.4cm|Height-12.5cm|Heel-5cm(Included 2cm Taller Insole)","800","sneakers,maxstar sneakers,casual sneakers,tall up sneakers,casual women sneakers,maxstar tall up sneakers,canvas,women canvas,casual canvas,fashion canvas,tall up canvas,maxstar canvas,platform sneakers,platform canvas shoes,fashion platform sneakers,casual platform sneakers,maxstar platform sneakers","Upper-Canvas,Spandex|Lining-Cotton Blend|Outsole-EVA","鞋面：帆布
鞋底：EVA"
"C30-SideSpan-Black","Partnership","Maxstar","Women","Shoes","Fashion Sneakers","Maxstar","http://images.becomeus.com/Maxstar/C30-SideSpan/Black/3.jpg","106","19000","Active","225|230|235|240|245|250","0","淘宝网, 速卖通, Amazon.com, Amazon.uk, MaxstarStore, eBay and etc","Maxstar C30 Side Spandex Tall-Up Platform Sneakers Black","Black","Durable canvas fabric and EVA out-sole combined together to create this casual platform sneakers. Elastic goring on each side of instep, lace less closure for an easy entry, platform heel can treat your feet very comfortable. It can be your daily wear or a street shoes, also this casual sneakers can dress up to your outfit greatly.","Width-8.4cm|Height-12.5cm|Heel-5cm(Included 2cm Taller Insole)","800","sneakers,maxstar sneakers,casual sneakers,tall up sneakers,casual women sneakers,maxstar tall up sneakers,canvas,women canvas,casual canvas,fashion canvas,tall up canvas,maxstar canvas,platform sneakers,platform canvas shoes,fashion platform sneakers,casual platform sneakers,maxstar platform sneakers","Upper-Canvas,Spandex|Lining-Cotton Blend|Outsole-EVA","鞋面：帆布
鞋底：EVA"
